962,Squidz-R-Us,1,05/17/2014 08:46:19.279204
863,monsterz,1,05/17/2014 08:55:53.817443
86,BCS Unite,1,05/17/2014 08:56:58.100838
876,Beagle Harrier,1,05/17/2014 09:07:39.487139
872,yuruyuri,1,05/17/2014 09:07:48.530551
63,Diabl0,1,05/17/2014 09:17:09.946587
19,Segfault,1,05/17/2014 09:22:14.934233
670,Anthurium,1,05/17/2014 09:46:14.294385
893,9292,1,05/17/2014 10:02:28.720868
634,Andervish,1,05/17/2014 10:09:56.119088
649,_trois_petits_points,1,05/17/2014 10:57:43.240762
471,ChoboTeam,1,05/17/2014 11:06:21.509068
838,test: please ignore,1,05/17/2014 11:10:43.726011
975,Insanity,1,05/17/2014 11:32:47.523076
1055,m1k3,1,05/17/2014 11:33:11.665976
1200,fakefakefake,1,05/17/2014 11:45:34.286134
685,euro_solo,1,05/17/2014 13:39:50.138917
252,botbie,1,05/17/2014 13:42:28.40026
577,Wanna Fsck?,1,05/17/2014 14:06:26.627956
522,ReSecurity,1,05/17/2014 14:32:02.444319
763,Yozik,1,05/17/2014 14:51:34.859514
1260,keks,1,05/17/2014 15:06:34.363893
629,nothin,1,05/17/2014 15:08:57.13532
847,AHQ_TB,1,05/17/2014 15:13:05.290326
317,The one team,1,05/17/2014 15:34:43.755463
1034,Weapons of a Down,1,05/17/2014 15:38:00.948496
1141,"    hilarious",1,05/17/2014 15:58:46.793183
1256,QueerIndustrialComplex,1,05/17/2014 16:02:57.709113
1234,sigsegv,1,05/17/2014 16:06:41.029783
185,RunsOnCake,1,05/17/2014 16:18:32.473222
1228,ee07a869,1,05/17/2014 16:22:24.830865
474,llamda,1,05/17/2014 16:28:23.021158
700,papagom,1,05/17/2014 16:55:29.692679
150,AutoBits,1,05/17/2014 16:56:53.932949
676,b33p,1,05/17/2014 17:27:17.824962
706,TTTT,1,05/17/2014 17:45:36.751762
1225,KiFastSystemCallRet,1,05/17/2014 18:26:36.420399
880,3mpoma,1,05/17/2014 18:43:40.410341
310,wolf den,1,05/17/2014 18:46:37.815519
772,LetsPwn,1,05/17/2014 18:57:17.573297
205,Caspian,1,05/17/2014 19:52:19.037021
421,some_usual_team,1,05/17/2014 20:01:58.099494
698,Bits For Everyone,1,05/17/2014 20:15:31.018759
1167,Baghali,1,05/17/2014 20:20:38.898922
1311,Cigar City Crew,1,05/17/2014 20:32:50.384459
293,thecommunity,1,05/17/2014 20:52:32.483196
292,haetmeet,1,05/17/2014 21:22:56.918765
1263,memyselfandi,1,05/17/2014 21:45:11.041859
697,AllUrBase,1,05/17/2014 21:57:27.311177
505,JuniperSecurity,1,05/17/2014 22:45:05.108709
1023,Noppers,1,05/17/2014 23:30:04.21721
986,pupzor,1,05/17/2014 23:30:29.679349
118,MJT2,1,05/18/2014 00:00:51.870131
1030,Team Luke,1,05/18/2014 00:07:14.137498
1310,Possibly Hilarious,1,05/18/2014 00:51:28.653954
1312,just4thehalibut,1,05/18/2014 01:23:29.26404
675,UNS,1,05/18/2014 02:28:13.56372
1180,negation,1,05/18/2014 02:40:05.24339
1013,yossec,1,05/18/2014 02:41:07.877073
552,MrMegane,1,05/18/2014 03:33:39.158043
437,vuls,1,05/18/2014 04:10:11.770774
757,hfu_sec_lab,1,05/18/2014 04:21:52.097205
415,mogul,1,05/18/2014 05:15:52.187276
1267,uyuyuyu,1,05/18/2014 05:55:20.873914
721,d4d,1,05/18/2014 06:26:07.658678
928,ugtech,1,05/18/2014 06:28:01.384245
16,Take me to the daylight,1,05/18/2014 07:06:15.352359
570,ZM4LW4R3,1,05/18/2014 07:49:56.630794
802,vdar,1,05/18/2014 08:27:10.058864
1332,ttm,1,05/18/2014 08:52:52.82525
1220,qwer,1,05/18/2014 10:18:14.992548
1099,lmRed,1,05/18/2014 10:54:41.213405
1379,nogigi,1,05/18/2014 11:22:14.810367
1384,abab,1,05/18/2014 11:37:46.958641
1385,cdcd,1,05/18/2014 12:02:30.055929
568,ProbablyHilarious,1,05/18/2014 12:08:46.058437
482,unreadable,1,05/18/2014 12:14:09.468839
1386,qoo,1,05/18/2014 12:26:16.651501
1381,place your ad here,1,05/18/2014 13:01:11.101118
1388,trtr,1,05/18/2014 13:06:12.111181
661,girav,1,05/18/2014 14:17:29.346597
1402,i'm noob and what is this?,1,05/18/2014 15:23:36.641229
689,PinguinuX,1,05/18/2014 17:11:50.364515
555,AsssassiNOPs,1,05/18/2014 20:38:00.128718
